timestamp,gazepoint_x,gazepoint_y,pupil_area_right_sq_mm,pupil_area_left_sq_mm,eye_event
4,0.4887,0.5614,0.62,0.65,S
5,0.4581,0.6287,0.57,0.68,S
5,0.4729,0.6532,0.56,0.67,S
5,0.4584,0.6763,0.54,0.63,S
5,0.4519,0.595,0.54,0.67,S
5,0.4409,0.5695,0.51,0.61,S
5,0.4547,0.4091,0.44,0.59,S
5,0.4491,0.4085,0.45,0.6,S
5,0.449,0.5368,0.54,0.64,S
5,0.4584,0.5395,0.55,0.62,S
5,0.0,0.0,0.0,0.0,BB
6,0.4651,0.5642,0.52,0.62,BE
6,0.5336,0.7691,0.46,0.6,S
6,0.5377,0.9417,0.58,0.73,S
6,0.5221,0.8968,0.59,0.8,S
6,0.5275,0.884,0.61,0.75,S
6,0.5613,0.9779,0.53,0.58,S
6,0.5864,1.0448,0.42,0.68,S
6,0.4271,0.5817,0.46,0.68,S
6,0.4355,0.5901,0.48,0.63,S
6,0.528,0.4833,0.52,0.65,S
7,0.5058,0.5401,0.55,0.65,S
7,0.5454,0.4933,0.48,0.73,S
7,0.5287,0.5207,0.52,0.66,S
7,0.5529,0.5639,0.52,0.64,S
7,0.4796,0.6299,0.54,0.74,S
7,0.4905,0.6388,0.51,0.65,S
7,0.4497,0.7024,0.53,0.67,S
7,0.4501,0.7215,0.49,0.61,S
7,0.4566,0.6972,0.47,0.69,S
8,0.4504,0.6446,0.51,0.74,S
8,0.4541,0.5204,0.44,0.61,S
8,0.453,0.5161,0.45,0.61,S
8,0.4642,0.5469,0.5,0.64,S
8,0.4978,0.6784,0.53,0.74,S
8,0.5024,0.6481,0.58,0.7,S
8,0.5112,0.6327,0.51,0.68,S
8,0.5271,0.5719,0.51,0.65,FB
8,0.4988,0.5236,0.51,0.63,FEx0.527y0.572d0.164
9,0.4809,0.5959,0.5,0.65,S
9,0.4751,0.6443,0.54,0.7,S
9,0.4878,0.6692,0.49,0.62,S
9,0.507,0.6558,0.54,0.62,FB
9,0.5036,0.6395,0.51,0.66,NA
9,0.5057,0.6249,0.5,0.69,NA
9,0.5213,0.6768,0.53,0.73,FEx0.505y0.640d0.268
9,0.515,0.6829,0.54,0.7,FB
9,0.5186,0.6629,0.54,0.68,NA
9,0.4768,0.7206,0.57,0.7,FEx0.517y0.673d0.181
1,0.4721,0.7161,0.57,0.66,S
1,0.4528,0.7006,0.58,0.66,S
1,0.4665,0.6626,0.55,0.75,S
1,0.4193,0.5807,0.51,0.59,S
1,0.4215,0.5189,0.53,0.66,S
1,0.429,0.5413,0.51,0.58,S
1,0.5262,0.6757,0.56,0.71,S
1,0.5088,0.7053,0.53,0.72,S
1,0.5153,0.7532,0.38,0.22,BB
1,0.5153,0.7532,0.52,0.47,NA
2,0.5134,0.6188,0.55,0.67,BE
2,0.5222,0.5993,0.5,0.61,S
2,0.4882,0.6619,0.51,0.68,S
2,0.4936,0.6971,0.51,0.72,S
2,0.4822,0.7004,0.51,0.68,FB
2,0.5027,0.6924,0.49,0.74,NA
2,0.5008,0.6786,0.49,0.7,NA
2,0.4799,0.6314,0.54,0.77,FEx0.495y0.691d0.385
2,0.4654,0.6873,0.58,0.65,S
3,0.4708,0.7117,0.55,0.67,FB
3,0.4703,0.7084,0.56,0.68,NA
3,0.4613,0.719,0.53,0.63,FEx0.471y0.710d0.182
3,0.4365,0.68,0.52,0.69,S
3,0.3867,0.5833,0.47,0.63,S
3,0.3833,0.5764,0.43,0.64,S
3,0.4076,0.5711,0.47,0.62,S
3,0.4217,0.5603,0.48,0.65,S
3,0.5376,0.3396,0.49,0.59,S
4,0.6187,0.5028,0.23,0.22,BB
4,0.4864,0.6461,0.54,0.64,BE
4,0.4778,0.6639,0.56,0.62,S
4,0.4766,0.6485,0.54,0.57,S
4,0.4619,0.6331,0.54,0.59,FB
4,0.4763,0.6114,0.47,0.6,FEx0.462y0.633d0.095
4,0.4837,0.6435,0.53,0.59,S
4,0.4672,0.646,0.55,0.67,S
5,0.4888,0.6406,0.56,0.61,BB
5,0.4856,0.646,0.55,0.63,BE
5,0.5101,0.5808,0.54,0.63,S
5,0.4776,0.5655,0.54,0.63,FB
5,0.4806,0.6446,0.56,0.74,FEx0.478y0.565d0.112
5,0.498,0.6663,0.53,0.62,S
5,0.4657,0.7041,0.51,0.65,S
5,0.453,0.6887,0.5,0.64,BB
5,0.4572,0.6439,0.54,0.64,BE
5,0.4471,0.5426,0.5,0.61,S
6,0.4279,0.5575,0.44,0.62,S
6,0.4709,0.5854,0.54,0.59,S
6,0.499,0.6241,0.55,0.57,S
6,0.5257,0.6941,0.57,0.6,BB
6,0.5236,0.6832,0.55,0.72,BE
6,0.515,0.7741,0.63,0.74,S
6,0.5043,0.7782,0.56,0.63,S
6,0.4844,0.7663,0.58,0.68,S
6,0.5053,0.7882,0.6,0.63,S
7,0.5125,0.7796,0.59,0.74,S
7,0.5068,0.7239,0.54,0.62,S
7,0.5065,0.7035,0.57,0.59,S
7,0.4902,0.7072,0.58,0.61,FB
7,0.0,0.0,0.0,0.0,FEx0.490y0.707d0.114
7,0.4766,0.7041,0.47,0.44,BE
7,0.4595,0.6268,0.58,0.64,S
7,0.4575,0.6931,0.54,0.65,S
7,0.4485,0.645,0.53,0.67,S
8,0.4256,0.4845,0.46,0.61,S
8,0.4832,0.4793,0.49,0.61,S
8,0.4821,0.5069,0.51,0.67,S
8,0.5169,0.6147,0.54,0.66,S
8,0.0,0.0,0.0,0.0,BB
8,0.5448,0.6964,0.49,0.37,BE
8,0.5338,1.0604,0.58,0.72,S
8,0.5666,1.0684,0.59,0.73,S
9,0.5364,0.9708,0.51,0.59,S
9,0.519,0.9036,0.43,0.55,S
9,0.4464,0.4825,0.47,0.63,S
9,0.4461,0.5546,0.52,0.59,S
9,0.4707,0.5666,0.52,0.58,S
9,0.4718,0.5956,0.51,0.58,FB
9,0.4672,0.549,0.51,0.56,NA
9,0.4558,0.6194,0.51,0.62,FEx0.469y0.572d0.153
9,0.473,0.6218,0.5,0.6,FB
9,0.4619,0.6086,0.5,0.61,NA
1,0.4557,0.6223,0.5,0.63,NA
1,0.4751,0.6169,0.5,0.63,FEx0.464y0.618d0.300
1,0.4531,0.7102,0.5,0.62,S
1,0.4557,0.6184,0.51,0.69,S
1,0.4355,0.6078,0.47,0.6,S
1,0.4244,0.4879,0.4,0.61,S
1,0.4583,0.5332,0.51,0.65,S
1,0.5085,0.7337,0.51,0.69,S
1,0.4887,0.6654,0.51,0.65,S
1,0.4721,0.6692,0.52,0.66,FB
2,0.4494,0.6682,0.58,0.69,FEx0.472y0.669d0.165
2,0.4507,0.6471,0.53,0.65,S
2,0.4729,0.5694,0.52,0.6,S
2,0.4698,0.5932,0.53,0.62,S
2,0.4407,0.6401,0.47,0.57,S
2,0.4576,0.7032,0.55,0.66,S
2,0.4891,0.7417,0.52,0.63,S
2,0.5114,0.658,0.51,0.62,S
2,0.4657,0.6213,0.5,0.56,S
3,0.0,0.0,0.0,0.0,BB
3,0.4379,0.5819,0.49,0.48,BE
3,0.4588,0.6974,0.48,0.59,S
3,0.4726,0.6994,0.5,0.6,FB
3,0.4507,0.6765,0.51,0.61,NA
3,0.4542,0.6183,0.45,0.57,FEx0.461y0.688d0.280
3,0.4515,0.6067,0.48,0.58,S
3,0.5349,0.6476,0.53,0.66,S
3,0.5157,0.6578,0.54,0.57,S
4,0.4793,0.5907,0.49,0.56,S
4,0.0,0.0,0.0,0.0,BB
4,0.4533,0.5454,0.52,0.59,BE
4,0.4516,0.6329,0.54,0.58,S
4,0.4326,0.6189,0.51,0.62,FB
4,0.453,0.6269,0.52,0.7,NA
4,0.4587,0.6529,0.54,0.69,FEx0.443y0.623d0.168
4,0.4556,0.6368,0.54,0.68,S
4,0.4531,0.6315,0.5,0.66,FB
4,0.4576,0.6286,0.54,0.75,FEx0.453y0.632d0.086
4,0.4674,0.6618,0.56,0.71,S
5,0.4804,0.6677,0.54,0.7,FB
5,0.4736,0.6692,0.53,0.65,NA
5,0.4626,0.7881,0.55,0.61,FEx0.477y0.668d0.202
5,0.4527,0.7936,0.54,0.56,S
5,0.4343,0.7566,0.51,0.56,S
5,0.4593,0.7095,0.52,0.61,S
5,0.4223,0.5208,0.48,0.61,S
5,0.4343,0.5985,0.49,0.6,S
5,0.4553,0.6185,0.51,0.6,S
5,0.4556,0.6165,0.52,0.64,S
5,0.4707,0.6605,0.53,0.56,S
6,0.5262,0.6806,0.55,0.71,S
6,0.525,0.6197,0.52,0.69,S
6,0.0,0.0,0.0,0.0,BB
6,0.5347,0.5803,0.52,0.6,BE
6,0.4847,0.5622,0.57,0.57,S
6,0.5135,0.6065,0.54,0.61,S
6,0.5025,0.7068,0.53,0.61,S
6,0.5048,0.6769,0.54,0.56,S
6,0.5062,0.6628,0.55,0.59,S
7,0.515,0.6862,0.55,0.56,FB
7,0.5005,0.6076,0.54,0.62,FEx0.515y0.686d0.081
7,0.519,0.6237,0.53,0.58,FB
7,0.5259,0.648,0.55,0.59,FEx0.519y0.624d0.090
7,0.4718,0.7187,0.56,0.67,S
7,0.4713,0.6941,0.57,0.65,FB
7,0.4687,0.7558,0.56,0.62,FEx0.471y0.694d0.096
7,0.4709,0.7817,0.54,0.59,S
7,0.4229,0.7196,0.51,0.65,S
7,0.4482,0.6684,0.5,0.64,S
8,0.4693,0.7281,0.58,0.63,S
8,0.5195,0.716,0.53,0.68,S
8,0.5265,0.7125,0.45,0.42,BB
8,0.5198,0.6318,0.48,0.61,BE
8,0.4718,0.5549,0.5,0.59,S
8,0.4594,0.6105,0.52,0.62,S
8,0.4494,0.6397,0.52,0.61,FB
8,0.4502,0.6316,0.51,0.59,NA
8,0.4511,0.6311,0.54,0.66,NA
9,0.4641,0.6301,0.52,0.71,NA
9,0.4756,0.6319,0.52,0.71,NA
9,0.4803,0.6351,0.52,0.71,NA
9,0.0,0.0,0.0,0.0,FEx0.462y0.633d0.538
9,0.4828,0.6365,0.54,0.5,BE
9,0.449,0.6345,0.56,0.74,S
9,0.4524,0.7706,0.56,0.65,S
9,0.4694,0.7711,0.61,0.7,FB
9,0.4615,0.7524,0.57,0.68,FEx0.469y0.771d0.089
9,0.4711,0.7241,0.56,0.65,S
1,0.464,0.5901,0.49,0.62,S
1,0.4428,0.6413,0.53,0.6,S
1,0.4583,0.6462,0.54,0.7,S
1,0.5251,0.7242,0.52,0.71,S
1,0.4906,0.8783,0.35,0.37,S
1,0.4824,0.7139,0.5,0.58,S
1,0.4686,0.6527,0.52,0.7,S
1,0.4738,0.6707,0.53,0.7,S
1,0.4594,0.7042,0.56,0.71,S
2,0.4941,0.7117,0.49,0.65,S
2,0.521,0.7132,0.52,0.59,S
2,0.5241,0.6199,0.52,0.69,S
2,0.5237,0.6321,0.54,0.65,S
2,0.4911,0.6242,0.51,0.61,S
2,0.4875,0.6319,0.49,0.63,S
2,0.4767,0.6507,0.57,0.65,S
2,0.4758,0.6304,0.61,0.59,FB
2,0.4644,0.631,0.57,0.6,FEx0.476y0.630d0.179
3,0.4736,0.6474,0.54,0.64,BB
3,0.4565,0.6207,0.59,0.68,BE
3,0.4684,0.6295,0.53,0.63,S
3,0.4526,0.4882,0.54,0.68,S
3,0.4666,0.5466,0.54,0.69,S
3,0.5299,0.6465,0.56,0.75,S
3,0.5078,0.6061,0.58,0.82,S
3,0.4995,0.5821,0.58,0.71,S
4,0.4969,0.5945,0.55,0.67,S
4,0.4677,0.5638,0.55,0.58,S
4,0.4771,0.555,0.54,0.56,S
4,0.4675,0.5377,0.46,0.59,BB
4,0.4736,0.5566,0.5,0.39,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.4875,0.4882,0.46,0.29,NA
5,0.5341,0.4155,0.41,0.47,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.4637,0.3585,0.53,0.44,NA
6,0.4504,0.2796,0.15,0.3,NA
6,0.9282,0.3289,0.17,0.35,NA
6,0.9344,0.3357,0.25,0.5,NA
6,0.9471,0.3501,0.35,0.66,NA
6,0.4738,0.5094,0.45,0.69,BB
6,0.4529,0.5235,0.48,0.66,BE
6,0.0,0.0,0.0,0.0,BB
6,0.0,0.0,0.0,0.0,NA
7,0.4537,0.3994,0.51,0.71,BE
7,0.4735,0.5637,0.54,0.7,S
7,0.4768,0.6145,0.43,0.76,BB
7,0.0,0.0,0.0,0.0,NA
7,0.4599,0.574,0.37,0.67,BE
7,0.0,0.0,0.0,0.0,BB
7,0.5067,0.5623,0.39,0.57,BE
7,0.5182,0.5302,0.43,0.66,BB
7,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.4913,0.5735,0.42,0.54,NA
8,0.4835,0.5727,0.45,0.61,NA
8,0.4702,0.5612,0.46,0.54,NA
8,0.4729,0.5697,0.48,0.55,S
8,0.4587,0.4759,0.43,0.7,BB
8,0.4472,0.4703,0.51,0.78,BE
8,0.4488,0.5353,0.55,0.69,S
9,0.4972,0.5899,0.54,0.8,S
9,0.4849,0.5905,0.47,0.75,S
9,0.4827,0.5802,0.43,0.69,BB
9,0.468,0.6421,0.54,0.64,BE
9,0.4532,0.6248,0.49,0.69,S
9,0.0,0.0,0.0,0.0,BB
9,0.4684,0.6251,0.56,0.59,BE
9,0.4618,0.6223,0.56,0.66,NA
9,0.4717,0.6414,0.66,0.56,S
9,0.4957,0.6319,0.58,0.65,S
1,0.5169,0.5897,0.57,0.75,S
1,0.5037,0.5845,0.53,0.65,S
1,0.5164,0.6386,0.58,0.68,S
1,0.516,0.6045,0.58,0.67,BB
1,0.4606,0.6424,0.58,0.68,BE
1,0.4706,0.6301,0.57,0.63,S
1,0.451,0.566,0.53,0.58,S
1,0.4893,0.4826,0.56,0.62,S
1,0.4752,0.5391,0.54,0.67,S
2,0.5014,0.6301,0.59,0.78,S
2,0.0,0.0,0.0,0.0,BB
2,0.0,0.0,0.0,0.0,NA
2,0.517,0.5835,0.43,0.7,BE
2,0.4915,0.5487,0.51,0.58,S
2,0.4747,0.5954,0.52,0.6,BB
2,0.4611,0.6304,0.56,0.63,NA
2,0.4765,0.6015,0.54,0.35,NA
2,0.0,0.0,0.0,0.0,NA
3,0.0,0.0,0.0,0.0,NA
3,0.0,0.0,0.0,0.0,NA
3,0.0,0.0,0.0,0.0,NA
3,0.4581,0.604,0.19,0.27,NA
3,0.4581,0.604,0.35,0.27,NA
3,0.4581,0.604,0.12,0.36,NA
3,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.4069,0.4242,0.36,0.59,NA
4,0.3013,0.4456,1.0,0.64,NA
4,0.3013,0.4456,0.94,0.65,NA
5,0.3013,0.4456,0.42,0.68,BB
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.3013,0.4456,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.4817,0.5879,0.4,0.66,NA
6,0.4776,0.6239,0.22,0.45,NA
7,0.4776,0.6239,0.0,0.0,NA
7,0.4776,0.6239,0.39,0.44,NA
7,0.4742,0.4647,0.43,0.72,NA
7,0.4784,0.45,0.5,0.72,NA
7,0.4766,0.5222,0.5,0.74,S
7,0.497,0.6068,0.46,0.74,BB
7,0.516,0.5889,0.41,0.7,NA
7,0.5124,0.6248,0.35,0.66,NA
7,0.4997,0.6305,0.43,0.68,NA
8,0.0,0.0,0.0,0.0,NA
8,0.4908,0.5753,0.49,0.75,BE
8,0.5065,0.5878,0.47,0.71,BB
8,0.0,0.0,0.0,0.0,NA
8,0.5151,0.5904,0.66,0.51,NA
8,0.5283,0.639,0.61,0.58,BE
8,0.5276,0.6155,0.58,0.61,BB
8,0.4706,0.6759,0.59,0.64,BE
9,0.4577,0.6516,0.63,0.62,S
9,0.4591,0.591,0.54,0.65,S
9,0.4321,0.4675,0.53,0.74,S
9,0.4546,0.5143,0.57,0.67,S
9,0.4676,0.5227,0.56,0.73,S
9,0.4906,0.5973,0.59,0.77,S
9,0.0,0.0,0.0,0.0,BB
9,0.5107,0.654,0.5,0.65,BE
1,0.4903,0.5724,0.54,0.66,FB
1,0.4964,0.5955,0.55,0.68,FEx0.490y0.572d0.110
1,0.4754,0.6321,0.59,0.67,FB
1,0.5026,0.6261,0.56,0.67,FEx0.475y0.632d0.120
1,0.5042,0.5544,0.61,0.73,S
1,0.5087,0.5343,0.61,0.67,FB
1,0.5093,0.5065,0.58,0.69,FEx0.509y0.534d0.129
1,0.5033,0.4977,0.58,0.65,S
1,0.4733,0.6114,0.56,0.7,S
2,0.47,0.6146,0.54,0.71,S
2,0.4547,0.5915,0.55,0.7,FB
2,0.463,0.5509,0.56,0.69,FEx0.455y0.591d0.109
2,0.4666,0.5635,0.51,0.61,S
2,0.4305,0.5523,0.61,0.66,S
2,0.4555,0.608,0.57,0.64,S
2,0.0,0.0,0.0,0.0,BB
2,0.0,0.0,0.0,0.0,NA
3,0.4976,0.5614,0.54,0.63,BE
3,0.4628,0.457,0.59,0.66,S
3,0.4834,0.5735,0.52,0.67,S
3,0.4536,0.597,0.51,0.73,S
3,0.4781,0.6483,0.62,0.69,S
3,0.476,0.62,0.58,0.64,S
3,0.4987,0.4976,0.44,0.64,S
3,0.5004,0.5157,0.58,0.68,S
3,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.5062,0.5043,0.55,0.58,BE
4,0.4821,0.5052,0.61,0.6,BB
4,0.4696,0.4879,0.63,0.59,NA
4,0.4551,0.604,0.54,0.7,BE
4,0.4671,0.5669,0.54,0.73,FB
4,0.4627,0.6027,0.56,0.7,NA
4,0.4704,0.6443,0.6,0.69,FEx0.465y0.584d0.307
5,0.4795,0.6357,0.6,0.63,BB
5,0.4876,0.6394,0.56,0.7,NA
5,0.483,0.6333,0.57,0.6,NA
5,0.5069,0.5969,0.49,0.65,BE
5,0.0,0.0,0.0,0.0,BB
5,0.0,0.0,0.0,0.0,NA
5,0.4928,0.5981,0.43,0.48,BE
5,0.5072,0.5963,0.49,0.6,S
6,0.4619,0.571,0.5,0.62,S
6,0.5001,0.5954,0.48,0.65,S
6,0.5003,0.5798,0.47,0.67,FB
6,0.4989,0.5763,0.54,0.66,FEx0.500y0.580d0.125
6,0.0,0.0,0.0,0.0,BB
6,0.0,0.0,0.0,0.0,NA
6,0.5224,0.6395,0.57,0.62,BE
6,0.4882,0.6491,0.57,0.62,S
7,0.4598,0.6466,0.57,0.61,S
7,0.4717,0.6511,0.53,0.59,S
7,0.4548,0.5898,0.5,0.65,S
7,0.472,0.4899,0.54,0.68,S
7,0.4707,0.5404,0.54,0.69,S
7,0.4791,0.613,0.6,0.7,S
7,0.4934,0.6186,0.54,0.71,S
7,0.5222,0.6252,0.6,0.66,S
7,0.0,0.0,0.0,0.0,BB
7,0.5465,0.6351,0.59,0.59,BE
8,0.4973,0.4412,0.53,0.61,S
8,0.5011,0.402,0.58,0.69,S
8,0.0,0.0,0.0,0.0,BB
8,0.5014,0.3517,0.62,0.71,BE
8,0.4667,0.4114,0.67,0.74,S
8,0.48,0.5529,0.61,0.73,S
8,0.4726,0.6024,0.59,0.79,S
8,0.5129,0.6254,0.61,0.68,S
8,0.5034,0.6212,0.59,0.69,S
9,0.5141,0.6224,0.59,0.7,S
9,0.5282,0.6258,0.59,0.68,S
9,0.5369,0.6151,0.57,0.71,FB
9,0.5235,0.6184,0.58,0.75,NA
9,0.0,0.0,0.0,0.0,FEx0.530y0.617d0.233
9,0.5104,0.6236,0.57,0.47,BE
9,0.467,0.6914,0.57,0.6,S
9,0.4744,0.6443,0.57,0.61,S
1,0.463,0.5976,0.54,0.65,S
1,0.4711,0.6128,0.55,0.72,S
1,0.4596,0.6387,0.54,0.75,S
1,0.485,0.6624,0.57,0.72,S
1,0.0,0.0,0.0,0.0,BB
1,0.502,0.6847,0.51,0.48,BE
1,0.4919,0.4813,0.58,0.55,S
1,0.5047,0.6085,0.58,0.69,BB
1,0.5104,0.6713,0.59,0.77,BE
2,0.5532,1.0098,0.57,0.81,S
2,0.5778,0.9617,0.51,0.65,S
2,0.5936,0.9435,0.45,0.6,S
2,0.4736,0.4637,0.49,0.61,S
2,0.4736,0.5093,0.49,0.65,S
2,0.474,0.5102,0.54,0.65,S
2,0.5257,0.5646,0.56,0.72,S
2,0.5218,0.5717,0.59,0.72,FB
2,0.5097,0.5769,0.61,0.67,NA
3,0.529,0.5783,0.57,0.7,NA
3,0.5014,0.6356,0.56,0.68,FEx0.520y0.576d0.344
3,0.4871,0.6509,0.56,0.68,S
3,0.4758,0.6559,0.53,0.7,S
3,0.4789,0.6215,0.53,0.73,S
3,0.4132,0.529,0.45,0.65,S
3,0.436,0.5198,0.51,0.63,S
3,0.4441,0.5454,0.52,0.68,S
3,0.5446,0.4197,0.55,0.67,S
4,0.4953,0.3735,0.55,0.7,S
4,0.4794,0.316,0.56,0.78,S
4,0.5006,0.6066,0.54,0.72,S
4,0.4752,0.6173,0.54,0.65,S
4,0.4523,0.6124,0.52,0.67,S
4,0.4608,0.6528,0.55,0.58,S
4,0.4745,0.6399,0.52,0.64,S
5,0.4611,0.6005,0.49,0.6,S
5,0.0,0.0,0.0,0.0,BB
5,0.4538,0.5721,0.56,0.58,BE
5,0.4955,0.6616,0.54,0.63,S
5,0.4492,0.643,0.51,0.66,S
5,0.4506,0.6291,0.49,0.61,S
5,0.4446,0.6078,0.54,0.69,S
5,0.5184,0.7375,0.54,0.68,S
6,0.5265,0.6902,0.51,0.66,S
6,0.0,0.0,0.0,0.0,BB
6,0.5465,0.6796,0.47,0.65,BE
6,0.4751,0.6059,0.5,0.7,S
6,0.465,0.6107,0.52,0.65,FB
6,0.4528,0.6165,0.5,0.63,FEx0.465y0.611d0.137
7,0.4746,0.3605,0.45,0.64,S
7,0.4732,0.3656,0.54,0.66,S
7,0.4731,0.3586,0.57,0.69,S
7,0.4631,0.6542,0.52,0.62,S
7,0.4689,0.604,0.49,0.67,S
7,0.449,0.6951,0.48,0.58,S
7,0.452,0.6791,0.49,0.56,S
7,0.4519,0.6247,0.49,0.6,S
7,0.4343,0.6625,0.46,0.53,S
8,0.4256,0.6531,0.47,0.58,FB
8,0.4215,0.6474,0.48,0.6,NA
8,0.4393,0.6466,0.46,0.66,FEx0.424y0.650d0.210
8,0.4652,0.5519,0.47,0.57,S
8,0.4505,0.5871,0.49,0.6,S
8,0.5154,0.6798,0.49,0.72,S
8,0.0,0.0,0.0,0.0,BB
8,0.0,0.0,0.0,0.0,NA
8,0.4887,0.676,0.54,0.61,BE
9,0.4971,0.6253,0.5,0.51,S
9,0.4869,0.6536,0.53,0.56,S
9,0.4936,0.6713,0.54,0.56,S
9,0.4969,0.6849,0.54,0.65,S
9,0.4342,0.4272,0.51,0.73,S
9,0.4065,0.4523,0.57,0.67,S
9,0.5148,0.7099,0.52,0.6,S
9,0.4893,0.731,0.53,0.52,S
1,0.4712,0.6798,0.49,0.56,S
1,0.4814,0.6591,0.47,0.6,S
1,0.4657,0.7245,0.48,0.45,S
1,0.4624,0.7304,0.5,0.54,FB
1,0.4803,0.7145,0.49,0.56,FEx0.462y0.730d0.096
1,0.4572,0.5149,0.45,0.61,S
1,0.4667,0.5755,0.47,0.56,S
1,0.4605,0.6141,0.51,0.66,S
1,0.4957,0.7422,0.52,0.56,S
2,0.5545,0.8599,0.51,0.62,S
2,0.5462,1.0437,0.61,0.77,S
2,0.5507,1.0374,0.62,0.83,S
2,0.5209,1.0446,0.6,0.85,FB
2,0.5006,1.0605,0.38,0.34,FEx0.521y1.045d0.124
2,0.4606,0.528,0.5,0.62,S
2,0.462,0.6305,0.51,0.62,S
2,0.5224,0.576,0.57,0.66,S
3,0.5247,0.6151,0.55,0.61,FB
3,0.5161,0.5936,0.58,0.62,NA
3,0.5215,0.5871,0.56,0.62,NA
3,0.5002,0.6675,0.53,0.6,FEx0.521y0.599d0.345
3,0.4402,0.7881,0.49,0.52,S
3,0.4328,0.7207,0.52,0.55,S
3,0.4464,0.6527,0.5,0.63,S
3,0.4087,0.5281,0.4,0.6,S
3,0.4355,0.5028,0.5,0.63,S
4,0.4359,0.6124,0.53,0.59,S
4,0.5217,0.6576,0.57,0.7,S
4,0.0,0.0,0.0,0.0,BB
4,0.5854,0.7088,0.52,0.57,BE
4,0.4685,0.4772,0.53,0.66,S
4,0.4733,0.4808,0.55,0.64,S
4,0.4628,0.5486,0.55,0.63,S
4,0.5152,0.6404,0.61,0.77,S
5,0.5147,0.6521,0.56,0.7,S
5,0.5263,0.6674,0.54,0.66,S
5,0.4881,0.6149,0.53,0.6,S
5,0.4799,0.5861,0.52,0.61,S
5,0.4721,0.675,0.58,0.61,S
5,0.4671,0.6815,0.56,0.63,S
5,0.4219,0.6741,0.52,0.61,S
5,0.4474,0.6419,0.5,0.66,S
6,0.4619,0.649,0.52,0.67,S
6,0.4672,0.7028,0.57,0.67,S
6,0.527,0.7045,0.46,0.62,S
6,0.4605,0.5998,0.5,0.63,S
6,0.4178,0.6356,0.5,0.62,S
6,0.4273,0.665,0.51,0.72,S
6,0.41,0.6647,0.55,0.64,S
7,0.4473,0.6359,0.56,0.68,S
7,0.4593,0.6617,0.55,0.67,S
7,0.471,0.6589,0.56,0.67,FB
7,0.4739,0.6606,0.54,0.69,NA
7,0.4898,0.734,0.5,0.53,FEx0.472y0.660d0.184
7,0.0,0.0,0.0,0.0,BB
7,0.5073,0.7846,0.55,0.67,BE
7,0.4364,0.7511,0.56,0.6,S
7,0.4595,0.7608,0.51,0.62,FB
7,0.4539,0.7072,0.57,0.64,FEx0.460y0.761d0.099
8,0.4712,0.6485,0.53,0.69,S
8,0.4713,0.5671,0.51,0.58,S
8,0.4339,0.5972,0.54,0.62,S
8,0.4468,0.5888,0.53,0.59,FB
8,0.5402,0.6658,0.54,0.7,FEx0.447y0.589d0.123
8,0.0,0.0,0.0,0.0,BB
8,0.5288,0.9284,0.39,0.31,BE
8,0.5295,1.0881,0.52,0.6,S
8,0.4965,0.6573,0.53,0.66,S
9,0.5232,0.6658,0.56,0.64,FB
9,0.5071,0.7123,0.49,0.67,FEx0.523y0.666d0.133
9,0.5061,0.6905,0.5,0.64,FB
9,0.4923,0.6845,0.56,0.66,FEx0.506y0.691d0.113
9,0.4745,0.6736,0.56,0.66,FB
9,0.4626,0.7495,0.6,0.67,FEx0.474y0.674d0.109
9,0.4842,0.7801,0.62,0.67,S
1,0.4782,0.7794,0.61,0.65,S
1,0.4646,0.7265,0.57,0.61,S
1,0.4584,0.6496,0.51,0.71,S
1,0.4424,0.6454,0.53,0.64,S
1,0.5209,0.6751,0.57,0.66,S
1,0.0,0.0,0.0,0.0,BB
1,0.5753,0.6913,0.47,0.45,BE
1,0.4734,0.6233,0.52,0.7,S
1,0.4718,0.6849,0.56,0.63,S
2,0.4625,0.6569,0.57,0.72,FB
2,0.4726,0.6905,0.56,0.64,FEx0.463y0.657d0.106
2,0.483,0.7152,0.58,0.61,S
2,0.4839,0.7224,0.55,0.65,FB
